t,ds,y
1650,1979-11-01,52.53333333333333
1651,1980-11-01,44.61666666666667
1652,1981-11-01,47.68333333333333
1653,1982-11-01,50.35
1654,1983-11-01,48.833333333333336
1655,1984-11-01,47.233333333333334
1656,1985-11-01,50.016666666666666
1657,1986-11-01,45.7
1658,1987-11-01,47.7
1659,1988-11-01,49.38333333333333
1660,1989-11-01,45.68333333333333
1661,1990-11-01,50.333333333333336
1662,1991-11-01,48.28333333333333
1663,1992-11-01,46.5
1664,1993-11-01,48.8
1665,1994-11-01,51.93333333333333
1666,1995-11-01,43.583333333333336
1667,1996-11-01,42.95
1668,1997-11-01,44.483333333333334
1669,1998-11-01,48.1
1670,1999-11-01,50.75
1671,2000-11-01,45.266666666666666
1672,2001-11-01,52.68333333333333
1673,2002-11-01,46.016666666666666
1674,2003-11-01,50.016666666666666
1675,2004-11-01,48.166666666666664
1676,2005-11-01,49.61666666666667
1677,2006-11-01,51.916666666666664
1678,2007-11-01,45.416666666666664
1679,2008-11-01,45.85
1680,2009-11-01,51.13333333333333
1681,2010-11-01,47.88333333333333
1682,2011-11-01,51.88333333333333
1683,2012-11-01,43.86666666666667
1684,2013-11-01,45.25
1685,2014-11-01,45.3
1686,2015-11-01,52.78333333333333
1687,2016-11-01,49.766666666666666
1688,2017-11-01,46.63333333333333
1689,2018-11-01,44.38333333333333
1690,2019-11-01,43.86666666666667
1691,2020-11-01,52.95
1692,2021-11-01,46.233333333333334
1693,2022-11-01,50.916666666666664
1694,1869-12-01,34.79032258064516
1695,1870-12-01,34.435483870967744
1696,1871-12-01,29.032258064516128
1697,1872-12-01,26.661290322580644
1698,1873-12-01,36.725806451612904
1699,1874-12-01,33.354838709677416
1700,1875-12-01,33.41935483870968
1701,1876-12-01,25.032258064516128
1702,1877-12-01,37.41935483870968
1703,1878-12-01,33.193548387096776
1704,1879-12-01,36.903225806451616
1705,1880-12-01,26.370967741935484
1706,1881-12-01,39.04838709677419
1707,1882-12-01,30.580645161290324
1708,1883-12-01,31.64516129032258
1709,1884-12-01,33.645161290322584
1710,1885-12-01,35.274193548387096
1711,1886-12-01,29.725806451612904
1712,1887-12-01,33.37096774193548
1713,1888-12-01,34.74193548387097
1714,1889-12-01,39.66129032258065
1715,1890-12-01,30.048387096774192
1716,1891-12-01,42.483870967741936
1717,1892-12-01,32.225806451612904
1718,1893-12-01,34.88709677419355
1719,1894-12-01,36.725806451612904
1720,1895-12-01,38.435483870967744
1721,1896-12-01,34.403225806451616
1722,1897-12-01,38.58064516129032
1723,1898-12-01,35.0
1724,1899-12-01,38.08064516129032
1725,1900-12-01,36.17741935483871
1726,1901-12-01,35.83870967741935
1727,1902-12-01,32.37096774193548
1728,1903-12-01,31.516129032258064
1729,1904-12-01,30.225806451612904
1730,1905-12-01,38.774193548387096
1731,1906-12-01,34.225806451612904
1732,1907-12-01,38.693548387096776
1733,1908-12-01,37.45161290322581
1734,1909-12-01,32.53225806451613
1735,1910-12-01,29.741935483870968
1736,1911-12-01,39.516129032258064
1737,1912-12-01,39.306451612903224
1738,1913-12-01,38.693548387096776
1739,1914-12-01,31.56451612903226
1740,1915-12-01,33.41935483870968
1741,1916-12-01,33.96774193548387
1742,1917-12-01,24.983870967741936
1743,1918-12-01,39.41935483870968
1744,1919-12-01,30.161290322580644
1745,1920-12-01,37.225806451612904
1746,1921-12-01,32.483870967741936
1747,1922-12-01,33.516129032258064
1748,1923-12-01,42.0
1749,1924-12-01,33.96774193548387
1750,1925-12-01,34.79032258064516
1751,1926-12-01,28.919354838709676
1752,1927-12-01,36.693548387096776
1753,1928-12-01,39.29032258064516
1754,1929-12-01,35.75806451612903
1755,1930-12-01,34.62903225806452
1756,1931-12-01,40.91935483870968
1757,1932-12-01,39.08064516129032
1758,1933-12-01,32.67741935483871
1759,1934-12-01,33.38709677419355
1760,1935-12-01,29.967741935483872
1761,1936-12-01,38.564516129032256
1762,1937-12-01,35.403225806451616
1763,1938-12-01,36.95161290322581
1764,1939-12-01,36.88709677419355
1765,1940-12-01,38.403225806451616
1766,1941-12-01,38.32258064516129
1767,1942-12-01,31.06451612903226
1768,1943-12-01,33.04838709677419
1769,1944-12-01,32.32258064516129
1770,1945-12-01,30.983870967741936
1771,1946-12-01,38.096774193548384
1772,1947-12-01,34.0
1773,1948-12-01,38.274193548387096
1774,1949-12-01,39.354838709677416
1775,1950-12-01,34.903225806451616
1776,1951-12-01,38.596774193548384
1777,1952-12-01,38.403225806451616
1778,1953-12-01,41.33870967741935
1779,1954-12-01,35.903225806451616
1780,1955-12-01,29.677419354838708
1781,1956-12-01,40.87096774193548
1782,1957-12-01,40.20967741935484
1783,1958-12-01,29.322580645161292
1784,1959-12-01,38.354838709677416
1785,1960-12-01,30.903225806451612
1786,1961-12-01,35.483870967741936
1787,1962-12-01,31.467741935483872
1788,1963-12-01,31.161290322580644
1789,1964-12-01,36.403225806451616
1790,1965-12-01,40.45161290322581
1791,1966-12-01,35.693548387096776
1792,1967-12-01,38.16129032258065
1793,1968-12-01,34.24193548387097
1794,1969-12-01,33.354838709677416
1795,1970-12-01,34.38709677419355
1796,1971-12-01,40.75806451612903
1797,1972-12-01,38.5
1798,1973-12-01,39.0
1799,1974-12-01,39.33870967741935
1800,1975-12-01,35.82258064516129
1801,1976-12-01,29.903225806451612
1802,1977-12-01,35.62903225806452
1803,1978-12-01,38.854838709677416
1804,1979-12-01,41.08064516129032
1805,1980-12-01,32.435483870967744
1806,1981-12-01,36.5
1807,1982-12-01,42.725806451612904
1808,1983-12-01,35.16129032258065
1809,1984-12-01,43.70967741935484
1810,1985-12-01,34.225806451612904
1811,1986-12-01,39.0
1812,1987-12-01,39.53225806451613
1813,1988-12-01,35.88709677419355
1814,1989-12-01,25.85483870967742
1815,1990-12-01,42.58064516129032
1816,1991-12-01,39.564516129032256
1817,1992-12-01,37.854838709677416
1818,1993-12-01,37.32258064516129
1819,1994-12-01,42.16129032258065
1820,1995-12-01,32.37096774193548
1821,1996-12-01,41.274193548387096
1822,1997-12-01,38.225806451612904
1823,1998-12-01,43.145161290322584
1824,1999-12-01,39.91935483870968
1825,2000-12-01,31.096774193548388
1826,2001-12-01,44.064516129032256
1827,2002-12-01,36.016129032258064
1828,2003-12-01,37.596774193548384
1829,2004-12-01,38.354838709677416
1830,2005-12-01,35.25806451612903
1831,2006-12-01,43.62903225806452
1832,2007-12-01,36.95161290322581
1833,2008-12-01,38.11290322580645
1834,2009-12-01,35.903225806451616
1835,2010-12-01,32.774193548387096
1836,2011-12-01,43.306451612903224
1837,2012-12-01,41.46774193548387
1838,2013-12-01,38.54838709677419
1839,2014-12-01,40.516129032258064
1840,2015-12-01,50.774193548387096
1841,2016-12-01,38.33870967741935
1842,2017-12-01,35.03225806451613
1843,2018-12-01,40.11290322580645
1844,2019-12-01,38.306451612903224
1845,2020-12-01,39.20967741935484
1846,2021-12-01,43.75806451612903
1847,2022-12-01,37.44827586206897
